Player,Team,Pos,Age,Club,Club_country,date,hour,category,opponent,Match_played,Starts,Minutes_played,Gls,Ast,Shots,shots_on_target,CrdY,CrdR,tackles_made,successful_tackles,interceptions,Blocks,fouls_commited,own_goal,pass_comp,pass_attempt,successful_dribbles,offside
Emiliano Martínez,ARGENTINA,GK,29,Aston Villa,eng,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,7,7,690,0,0,0,0,1,0,0.0,0,0,0.0,0,0,120.0,187.0,0.0,0
Emiliano Martínez,ARGENTINA,GK,29,Aston Villa,eng,26 NOV 2022,20 : 00,Group C,MEXICO,7,7,690,0,0,0,0,1,0,0.0,0,0,0.0,0,0,120.0,187.0,0.0,0
Emiliano Martínez,ARGENTINA,GK,29,Aston Villa,eng,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,7,7,690,0,0,0,0,1,0,0.0,0,0,0.0,0,0,120.0,187.0,0.0,0
Emiliano Martínez,ARGENTINA,GK,29,Aston Villa,eng,13 DEC 2022,20 : 00,Semi-final,CROATIA,7,7,690,0,0,0,0,1,0,0.0,0,0,0.0,0,0,120.0,187.0,0.0,0
Emiliano Martínez,ARGENTINA,GK,29,Aston Villa,eng,18 DEC 2022,16 : 00,Final,FRANCE,7,7,690,0,0,0,0,1,0,0.0,0,0,0.0,0,0,120.0,187.0,0.0,0
Emiliano Martínez,ARGENTINA,GK,29,Aston Villa,eng,30 NOV 2022,20 : 00,Group C,POLAND,7,7,690,0,0,0,0,1,0,0.0,0,0,0.0,0,0,120.0,187.0,0.0,0
Emiliano Martínez,ARGENTINA,GK,29,Aston Villa,eng,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,7,7,690,0,0,0,0,1,0,0.0,0,0,0.0,0,0,120.0,187.0,0.0,0
Lionel Messi,ARGENTINA,FW,34,Paris S-G,fr,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,7,7,690,7,3,27,13,1,0,5.0,3,0,2.0,10,0,300.0,371.0,15.0,3
Lionel Messi,ARGENTINA,FW,34,Paris S-G,fr,26 NOV 2022,20 : 00,Group C,MEXICO,7,7,690,7,3,27,13,1,0,5.0,3,0,2.0,10,0,300.0,371.0,15.0,3
Lionel Messi,ARGENTINA,FW,34,Paris S-G,fr,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,7,7,690,7,3,27,13,1,0,5.0,3,0,2.0,10,0,300.0,371.0,15.0,3
Lionel Messi,ARGENTINA,FW,34,Paris S-G,fr,13 DEC 2022,20 : 00,Semi-final,CROATIA,7,7,690,7,3,27,13,1,0,5.0,3,0,2.0,10,0,300.0,371.0,15.0,3
Lionel Messi,ARGENTINA,FW,34,Paris S-G,fr,18 DEC 2022,16 : 00,Final,FRANCE,7,7,690,7,3,27,13,1,0,5.0,3,0,2.0,10,0,300.0,371.0,15.0,3
Lionel Messi,ARGENTINA,FW,34,Paris S-G,fr,30 NOV 2022,20 : 00,Group C,POLAND,7,7,690,7,3,27,13,1,0,5.0,3,0,2.0,10,0,300.0,371.0,15.0,3
Lionel Messi,ARGENTINA,FW,34,Paris S-G,fr,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,7,7,690,7,3,27,13,1,0,5.0,3,0,2.0,10,0,300.0,371.0,15.0,3
Nicolás Otamendi,ARGENTINA,DF,34,Benfica,pt,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,7,7,690,0,1,1,0,2,0,10.0,6,9,6.0,13,0,532.0,577.0,0.0,1
Nicolás Otamendi,ARGENTINA,DF,34,Benfica,pt,26 NOV 2022,20 : 00,Group C,MEXICO,7,7,690,0,1,1,0,2,0,10.0,6,9,6.0,13,0,532.0,577.0,0.0,1
Nicolás Otamendi,ARGENTINA,DF,34,Benfica,pt,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,7,7,690,0,1,1,0,2,0,10.0,6,9,6.0,13,0,532.0,577.0,0.0,1
Nicolás Otamendi,ARGENTINA,DF,34,Benfica,pt,13 DEC 2022,20 : 00,Semi-final,CROATIA,7,7,690,0,1,1,0,2,0,10.0,6,9,6.0,13,0,532.0,577.0,0.0,1
Nicolás Otamendi,ARGENTINA,DF,34,Benfica,pt,18 DEC 2022,16 : 00,Final,FRANCE,7,7,690,0,1,1,0,2,0,10.0,6,9,6.0,13,0,532.0,577.0,0.0,1
Nicolás Otamendi,ARGENTINA,DF,34,Benfica,pt,30 NOV 2022,20 : 00,Group C,POLAND,7,7,690,0,1,1,0,2,0,10.0,6,9,6.0,13,0,532.0,577.0,0.0,1
Nicolás Otamendi,ARGENTINA,DF,34,Benfica,pt,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,7,7,690,0,1,1,0,2,0,10.0,6,9,6.0,13,0,532.0,577.0,0.0,1
Rodrigo De Paul,ARGENTINA,MF,28,Atlético Madrid,es,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,7,7,599,0,0,7,3,0,0,11.0,6,7,8.0,7,0,470.0,562.0,1.0,0
Rodrigo De Paul,ARGENTINA,MF,28,Atlético Madrid,es,26 NOV 2022,20 : 00,Group C,MEXICO,7,7,599,0,0,7,3,0,0,11.0,6,7,8.0,7,0,470.0,562.0,1.0,0
Rodrigo De Paul,ARGENTINA,MF,28,Atlético Madrid,es,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,7,7,599,0,0,7,3,0,0,11.0,6,7,8.0,7,0,470.0,562.0,1.0,0
Rodrigo De Paul,ARGENTINA,MF,28,Atlético Madrid,es,13 DEC 2022,20 : 00,Semi-final,CROATIA,7,7,599,0,0,7,3,0,0,11.0,6,7,8.0,7,0,470.0,562.0,1.0,0
Rodrigo De Paul,ARGENTINA,MF,28,Atlético Madrid,es,18 DEC 2022,16 : 00,Final,FRANCE,7,7,599,0,0,7,3,0,0,11.0,6,7,8.0,7,0,470.0,562.0,1.0,0
Rodrigo De Paul,ARGENTINA,MF,28,Atlético Madrid,es,30 NOV 2022,20 : 00,Group C,POLAND,7,7,599,0,0,7,3,0,0,11.0,6,7,8.0,7,0,470.0,562.0,1.0,0
Rodrigo De Paul,ARGENTINA,MF,28,Atlético Madrid,es,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,7,7,599,0,0,7,3,0,0,11.0,6,7,8.0,7,0,470.0,562.0,1.0,0
Nahuel Molina,ARGENTINA,DF,24,Atlético Madrid,es,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,7,6,567,1,1,2,1,0,0,8.0,4,3,7.0,3,0,291.0,358.0,1.0,1
Nahuel Molina,ARGENTINA,DF,24,Atlético Madrid,es,26 NOV 2022,20 : 00,Group C,MEXICO,7,6,567,1,1,2,1,0,0,8.0,4,3,7.0,3,0,291.0,358.0,1.0,1
Nahuel Molina,ARGENTINA,DF,24,Atlético Madrid,es,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,7,6,567,1,1,2,1,0,0,8.0,4,3,7.0,3,0,291.0,358.0,1.0,1
Nahuel Molina,ARGENTINA,DF,24,Atlético Madrid,es,13 DEC 2022,20 : 00,Semi-final,CROATIA,7,6,567,1,1,2,1,0,0,8.0,4,3,7.0,3,0,291.0,358.0,1.0,1
Nahuel Molina,ARGENTINA,DF,24,Atlético Madrid,es,18 DEC 2022,16 : 00,Final,FRANCE,7,6,567,1,1,2,1,0,0,8.0,4,3,7.0,3,0,291.0,358.0,1.0,1
Nahuel Molina,ARGENTINA,DF,24,Atlético Madrid,es,30 NOV 2022,20 : 00,Group C,POLAND,7,6,567,1,1,2,1,0,0,8.0,4,3,7.0,3,0,291.0,358.0,1.0,1
Nahuel Molina,ARGENTINA,DF,24,Atlético Madrid,es,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,7,6,567,1,1,2,1,0,0,8.0,4,3,7.0,3,0,291.0,358.0,1.0,1
Alexis Mac Allister,ARGENTINA,MF,23,Brighton,eng,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,6,6,550,1,1,7,4,0,0,9.0,4,3,13.0,1,0,234.0,265.0,4.0,0
Alexis Mac Allister,ARGENTINA,MF,23,Brighton,eng,26 NOV 2022,20 : 00,Group C,MEXICO,6,6,550,1,1,7,4,0,0,9.0,4,3,13.0,1,0,234.0,265.0,4.0,0
Alexis Mac Allister,ARGENTINA,MF,23,Brighton,eng,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,6,6,550,1,1,7,4,0,0,9.0,4,3,13.0,1,0,234.0,265.0,4.0,0
Alexis Mac Allister,ARGENTINA,MF,23,Brighton,eng,13 DEC 2022,20 : 00,Semi-final,CROATIA,6,6,550,1,1,7,4,0,0,9.0,4,3,13.0,1,0,234.0,265.0,4.0,0
Alexis Mac Allister,ARGENTINA,MF,23,Brighton,eng,18 DEC 2022,16 : 00,Final,FRANCE,6,6,550,1,1,7,4,0,0,9.0,4,3,13.0,1,0,234.0,265.0,4.0,0
Alexis Mac Allister,ARGENTINA,MF,23,Brighton,eng,30 NOV 2022,20 : 00,Group C,POLAND,6,6,550,1,1,7,4,0,0,9.0,4,3,13.0,1,0,234.0,265.0,4.0,0
Alexis Mac Allister,ARGENTINA,MF,23,Brighton,eng,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,6,6,550,1,1,7,4,0,0,9.0,4,3,13.0,1,0,234.0,265.0,4.0,0
Cristian Romero,ARGENTINA,DF,24,Tottenham,eng,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,7,6,547,0,0,0,0,2,0,5.0,3,4,6.0,12,0,337.0,375.0,1.0,0
Cristian Romero,ARGENTINA,DF,24,Tottenham,eng,26 NOV 2022,20 : 00,Group C,MEXICO,7,6,547,0,0,0,0,2,0,5.0,3,4,6.0,12,0,337.0,375.0,1.0,0
Cristian Romero,ARGENTINA,DF,24,Tottenham,eng,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,7,6,547,0,0,0,0,2,0,5.0,3,4,6.0,12,0,337.0,375.0,1.0,0
Cristian Romero,ARGENTINA,DF,24,Tottenham,eng,13 DEC 2022,20 : 00,Semi-final,CROATIA,7,6,547,0,0,0,0,2,0,5.0,3,4,6.0,12,0,337.0,375.0,1.0,0
Cristian Romero,ARGENTINA,DF,24,Tottenham,eng,18 DEC 2022,16 : 00,Final,FRANCE,7,6,547,0,0,0,0,2,0,5.0,3,4,6.0,12,0,337.0,375.0,1.0,0
Cristian Romero,ARGENTINA,DF,24,Tottenham,eng,30 NOV 2022,20 : 00,Group C,POLAND,7,6,547,0,0,0,0,2,0,5.0,3,4,6.0,12,0,337.0,375.0,1.0,0
Cristian Romero,ARGENTINA,DF,24,Tottenham,eng,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,7,6,547,0,0,0,0,2,0,5.0,3,4,6.0,12,0,337.0,375.0,1.0,0
Enzo Fernández,ARGENTINA,MF,21,Benfica,pt,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,7,5,564,1,1,8,3,1,0,22.0,15,3,7.0,7,1,412.0,471.0,3.0,0
Enzo Fernández,ARGENTINA,MF,21,Benfica,pt,26 NOV 2022,20 : 00,Group C,MEXICO,7,5,564,1,1,8,3,1,0,22.0,15,3,7.0,7,1,412.0,471.0,3.0,0
Enzo Fernández,ARGENTINA,MF,21,Benfica,pt,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,7,5,564,1,1,8,3,1,0,22.0,15,3,7.0,7,1,412.0,471.0,3.0,0
Enzo Fernández,ARGENTINA,MF,21,Benfica,pt,13 DEC 2022,20 : 00,Semi-final,CROATIA,7,5,564,1,1,8,3,1,0,22.0,15,3,7.0,7,1,412.0,471.0,3.0,0
Enzo Fernández,ARGENTINA,MF,21,Benfica,pt,18 DEC 2022,16 : 00,Final,FRANCE,7,5,564,1,1,8,3,1,0,22.0,15,3,7.0,7,1,412.0,471.0,3.0,0
Enzo Fernández,ARGENTINA,MF,21,Benfica,pt,30 NOV 2022,20 : 00,Group C,POLAND,7,5,564,1,1,8,3,1,0,22.0,15,3,7.0,7,1,412.0,471.0,3.0,0
Enzo Fernández,ARGENTINA,MF,21,Benfica,pt,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,7,5,564,1,1,8,3,1,0,22.0,15,3,7.0,7,1,412.0,471.0,3.0,0
Julián Álvarez,ARGENTINA,FW,22,Manchester City,eng,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,7,5,464,4,0,11,8,0,0,4.0,2,0,8.0,13,0,93.0,121.0,0.0,5
Julián Álvarez,ARGENTINA,FW,22,Manchester City,eng,26 NOV 2022,20 : 00,Group C,MEXICO,7,5,464,4,0,11,8,0,0,4.0,2,0,8.0,13,0,93.0,121.0,0.0,5
Julián Álvarez,ARGENTINA,FW,22,Manchester City,eng,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,7,5,464,4,0,11,8,0,0,4.0,2,0,8.0,13,0,93.0,121.0,0.0,5
Julián Álvarez,ARGENTINA,FW,22,Manchester City,eng,13 DEC 2022,20 : 00,Semi-final,CROATIA,7,5,464,4,0,11,8,0,0,4.0,2,0,8.0,13,0,93.0,121.0,0.0,5
Julián Álvarez,ARGENTINA,FW,22,Manchester City,eng,18 DEC 2022,16 : 00,Final,FRANCE,7,5,464,4,0,11,8,0,0,4.0,2,0,8.0,13,0,93.0,121.0,0.0,5
Julián Álvarez,ARGENTINA,FW,22,Manchester City,eng,30 NOV 2022,20 : 00,Group C,POLAND,7,5,464,4,0,11,8,0,0,4.0,2,0,8.0,13,0,93.0,121.0,0.0,5
Julián Álvarez,ARGENTINA,FW,22,Manchester City,eng,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,7,5,464,4,0,11,8,0,0,4.0,2,0,8.0,13,0,93.0,121.0,0.0,5
Marcos Acuña,ARGENTINA,DF,30,Sevilla,es,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,6,4,373,0,0,2,0,3,0,12.0,8,2,8.0,9,0,167.0,217.0,2.0,0
Marcos Acuña,ARGENTINA,DF,30,Sevilla,es,26 NOV 2022,20 : 00,Group C,MEXICO,6,4,373,0,0,2,0,3,0,12.0,8,2,8.0,9,0,167.0,217.0,2.0,0
Marcos Acuña,ARGENTINA,DF,30,Sevilla,es,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,6,4,373,0,0,2,0,3,0,12.0,8,2,8.0,9,0,167.0,217.0,2.0,0
Marcos Acuña,ARGENTINA,DF,30,Sevilla,es,13 DEC 2022,20 : 00,Semi-final,CROATIA,6,4,373,0,0,2,0,3,0,12.0,8,2,8.0,9,0,167.0,217.0,2.0,0
Marcos Acuña,ARGENTINA,DF,30,Sevilla,es,18 DEC 2022,16 : 00,Final,FRANCE,6,4,373,0,0,2,0,3,0,12.0,8,2,8.0,9,0,167.0,217.0,2.0,0
Marcos Acuña,ARGENTINA,DF,30,Sevilla,es,30 NOV 2022,20 : 00,Group C,POLAND,6,4,373,0,0,2,0,3,0,12.0,8,2,8.0,9,0,167.0,217.0,2.0,0
Marcos Acuña,ARGENTINA,DF,30,Sevilla,es,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,6,4,373,0,0,2,0,3,0,12.0,8,2,8.0,9,0,167.0,217.0,2.0,0
Ángel Di María,ARGENTINA,FW,34,Juventus,it,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,5,4,288,1,1,6,3,0,0,3.0,1,1,3.0,0,0,129.0,167.0,13.0,5
Ángel Di María,ARGENTINA,FW,34,Juventus,it,26 NOV 2022,20 : 00,Group C,MEXICO,5,4,288,1,1,6,3,0,0,3.0,1,1,3.0,0,0,129.0,167.0,13.0,5
Ángel Di María,ARGENTINA,FW,34,Juventus,it,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,5,4,288,1,1,6,3,0,0,3.0,1,1,3.0,0,0,129.0,167.0,13.0,5
Ángel Di María,ARGENTINA,FW,34,Juventus,it,13 DEC 2022,20 : 00,Semi-final,CROATIA,5,4,288,1,1,6,3,0,0,3.0,1,1,3.0,0,0,129.0,167.0,13.0,5
Ángel Di María,ARGENTINA,FW,34,Juventus,it,18 DEC 2022,16 : 00,Final,FRANCE,5,4,288,1,1,6,3,0,0,3.0,1,1,3.0,0,0,129.0,167.0,13.0,5
Ángel Di María,ARGENTINA,FW,34,Juventus,it,30 NOV 2022,20 : 00,Group C,POLAND,5,4,288,1,1,6,3,0,0,3.0,1,1,3.0,0,0,129.0,167.0,13.0,5
Ángel Di María,ARGENTINA,FW,34,Juventus,it,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,5,4,288,1,1,6,3,0,0,3.0,1,1,3.0,0,0,129.0,167.0,13.0,5
Nicolás Tagliafico,ARGENTINA,DF,29,Lyon,fr,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,6,3,373,0,0,3,1,0,0,7.0,7,9,9.0,6,0,146.0,179.0,0.0,1
Nicolás Tagliafico,ARGENTINA,DF,29,Lyon,fr,26 NOV 2022,20 : 00,Group C,MEXICO,6,3,373,0,0,3,1,0,0,7.0,7,9,9.0,6,0,146.0,179.0,0.0,1
Nicolás Tagliafico,ARGENTINA,DF,29,Lyon,fr,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,6,3,373,0,0,3,1,0,0,7.0,7,9,9.0,6,0,146.0,179.0,0.0,1
Nicolás Tagliafico,ARGENTINA,DF,29,Lyon,fr,13 DEC 2022,20 : 00,Semi-final,CROATIA,6,3,373,0,0,3,1,0,0,7.0,7,9,9.0,6,0,146.0,179.0,0.0,1
Nicolás Tagliafico,ARGENTINA,DF,29,Lyon,fr,18 DEC 2022,16 : 00,Final,FRANCE,6,3,373,0,0,3,1,0,0,7.0,7,9,9.0,6,0,146.0,179.0,0.0,1
Nicolás Tagliafico,ARGENTINA,DF,29,Lyon,fr,30 NOV 2022,20 : 00,Group C,POLAND,6,3,373,0,0,3,1,0,0,7.0,7,9,9.0,6,0,146.0,179.0,0.0,1
Nicolás Tagliafico,ARGENTINA,DF,29,Lyon,fr,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,6,3,373,0,0,3,1,0,0,7.0,7,9,9.0,6,0,146.0,179.0,0.0,1
Lisandro Martínez,ARGENTINA,DF,24,Manchester Utd,eng,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,5,2,303,0,0,1,0,1,0,6.0,2,3,3.0,2,0,133.0,156.0,0.0,0
Lisandro Martínez,ARGENTINA,DF,24,Manchester Utd,eng,26 NOV 2022,20 : 00,Group C,MEXICO,5,2,303,0,0,1,0,1,0,6.0,2,3,3.0,2,0,133.0,156.0,0.0,0
Lisandro Martínez,ARGENTINA,DF,24,Manchester Utd,eng,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,5,2,303,0,0,1,0,1,0,6.0,2,3,3.0,2,0,133.0,156.0,0.0,0
Lisandro Martínez,ARGENTINA,DF,24,Manchester Utd,eng,13 DEC 2022,20 : 00,Semi-final,CROATIA,5,2,303,0,0,1,0,1,0,6.0,2,3,3.0,2,0,133.0,156.0,0.0,0
Lisandro Martínez,ARGENTINA,DF,24,Manchester Utd,eng,18 DEC 2022,16 : 00,Final,FRANCE,5,2,303,0,0,1,0,1,0,6.0,2,3,3.0,2,0,133.0,156.0,0.0,0
Lisandro Martínez,ARGENTINA,DF,24,Manchester Utd,eng,30 NOV 2022,20 : 00,Group C,POLAND,5,2,303,0,0,1,0,1,0,6.0,2,3,3.0,2,0,133.0,156.0,0.0,0
Lisandro Martínez,ARGENTINA,DF,24,Manchester Utd,eng,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,5,2,303,0,0,1,0,1,0,6.0,2,3,3.0,2,0,133.0,156.0,0.0,0
Lautaro Martínez,ARGENTINA,FW,24,Inter,it,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,6,2,241,0,0,14,4,0,0,0.0,0,1,1.0,1,0,47.0,63.0,2.0,5
Lautaro Martínez,ARGENTINA,FW,24,Inter,it,26 NOV 2022,20 : 00,Group C,MEXICO,6,2,241,0,0,14,4,0,0,0.0,0,1,1.0,1,0,47.0,63.0,2.0,5
Lautaro Martínez,ARGENTINA,FW,24,Inter,it,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,6,2,241,0,0,14,4,0,0,0.0,0,1,1.0,1,0,47.0,63.0,2.0,5
Lautaro Martínez,ARGENTINA,FW,24,Inter,it,13 DEC 2022,20 : 00,Semi-final,CROATIA,6,2,241,0,0,14,4,0,0,0.0,0,1,1.0,1,0,47.0,63.0,2.0,5
Lautaro Martínez,ARGENTINA,FW,24,Inter,it,18 DEC 2022,16 : 00,Final,FRANCE,6,2,241,0,0,14,4,0,0,0.0,0,1,1.0,1,0,47.0,63.0,2.0,5
Lautaro Martínez,ARGENTINA,FW,24,Inter,it,30 NOV 2022,20 : 00,Group C,POLAND,6,2,241,0,0,14,4,0,0,0.0,0,1,1.0,1,0,47.0,63.0,2.0,5
Lautaro Martínez,ARGENTINA,FW,24,Inter,it,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,6,2,241,0,0,14,4,0,0,0.0,0,1,1.0,1,0,47.0,63.0,2.0,5
Leandro Paredes,ARGENTINA,MF,27,Juventus,it,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,5,2,225,0,0,1,1,2,0,10.0,4,3,0.0,6,0,230.0,246.0,0.0,0
Leandro Paredes,ARGENTINA,MF,27,Juventus,it,26 NOV 2022,20 : 00,Group C,MEXICO,5,2,225,0,0,1,1,2,0,10.0,4,3,0.0,6,0,230.0,246.0,0.0,0
Leandro Paredes,ARGENTINA,MF,27,Juventus,it,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,5,2,225,0,0,1,1,2,0,10.0,4,3,0.0,6,0,230.0,246.0,0.0,0
Leandro Paredes,ARGENTINA,MF,27,Juventus,it,13 DEC 2022,20 : 00,Semi-final,CROATIA,5,2,225,0,0,1,1,2,0,10.0,4,3,0.0,6,0,230.0,246.0,0.0,0
Leandro Paredes,ARGENTINA,MF,27,Juventus,it,18 DEC 2022,16 : 00,Final,FRANCE,5,2,225,0,0,1,1,2,0,10.0,4,3,0.0,6,0,230.0,246.0,0.0,0
Leandro Paredes,ARGENTINA,MF,27,Juventus,it,30 NOV 2022,20 : 00,Group C,POLAND,5,2,225,0,0,1,1,2,0,10.0,4,3,0.0,6,0,230.0,246.0,0.0,0
Leandro Paredes,ARGENTINA,MF,27,Juventus,it,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,5,2,225,0,0,1,1,2,0,10.0,4,3,0.0,6,0,230.0,246.0,0.0,0
Papu Gómez,ARGENTINA,MF,34,Sevilla,es,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,2,2,107,0,0,2,0,0,0,2.0,0,1,1.0,1,0,53.0,60.0,1.0,1
Papu Gómez,ARGENTINA,MF,34,Sevilla,es,26 NOV 2022,20 : 00,Group C,MEXICO,2,2,107,0,0,2,0,0,0,2.0,0,1,1.0,1,0,53.0,60.0,1.0,1
Papu Gómez,ARGENTINA,MF,34,Sevilla,es,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,2,2,107,0,0,2,0,0,0,2.0,0,1,1.0,1,0,53.0,60.0,1.0,1
Papu Gómez,ARGENTINA,MF,34,Sevilla,es,13 DEC 2022,20 : 00,Semi-final,CROATIA,2,2,107,0,0,2,0,0,0,2.0,0,1,1.0,1,0,53.0,60.0,1.0,1
Papu Gómez,ARGENTINA,MF,34,Sevilla,es,18 DEC 2022,16 : 00,Final,FRANCE,2,2,107,0,0,2,0,0,0,2.0,0,1,1.0,1,0,53.0,60.0,1.0,1
Papu Gómez,ARGENTINA,MF,34,Sevilla,es,30 NOV 2022,20 : 00,Group C,POLAND,2,2,107,0,0,2,0,0,0,2.0,0,1,1.0,1,0,53.0,60.0,1.0,1
Papu Gómez,ARGENTINA,MF,34,Sevilla,es,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,2,2,107,0,0,2,0,0,0,2.0,0,1,1.0,1,0,53.0,60.0,1.0,1
Gonzalo Montiel,ARGENTINA,DF,25,Sevilla,es,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,4,1,118,0,0,1,0,3,0,3.0,2,1,1.0,4,0,69.0,81.0,0.0,1
Gonzalo Montiel,ARGENTINA,DF,25,Sevilla,es,26 NOV 2022,20 : 00,Group C,MEXICO,4,1,118,0,0,1,0,3,0,3.0,2,1,1.0,4,0,69.0,81.0,0.0,1
Gonzalo Montiel,ARGENTINA,DF,25,Sevilla,es,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,4,1,118,0,0,1,0,3,0,3.0,2,1,1.0,4,0,69.0,81.0,0.0,1
Gonzalo Montiel,ARGENTINA,DF,25,Sevilla,es,13 DEC 2022,20 : 00,Semi-final,CROATIA,4,1,118,0,0,1,0,3,0,3.0,2,1,1.0,4,0,69.0,81.0,0.0,1
Gonzalo Montiel,ARGENTINA,DF,25,Sevilla,es,18 DEC 2022,16 : 00,Final,FRANCE,4,1,118,0,0,1,0,3,0,3.0,2,1,1.0,4,0,69.0,81.0,0.0,1
Gonzalo Montiel,ARGENTINA,DF,25,Sevilla,es,30 NOV 2022,20 : 00,Group C,POLAND,4,1,118,0,0,1,0,3,0,3.0,2,1,1.0,4,0,69.0,81.0,0.0,1
Gonzalo Montiel,ARGENTINA,DF,25,Sevilla,es,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,4,1,118,0,0,1,0,3,0,3.0,2,1,1.0,4,0,69.0,81.0,0.0,1
Guido Rodríguez,ARGENTINA,MF,28,Betis,es,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,1,1,56,0,0,0,0,0,0,2.0,0,0,1.0,0,0,54.0,64.0,0.0,0
Guido Rodríguez,ARGENTINA,MF,28,Betis,es,26 NOV 2022,20 : 00,Group C,MEXICO,1,1,56,0,0,0,0,0,0,2.0,0,0,1.0,0,0,54.0,64.0,0.0,0
Guido Rodríguez,ARGENTINA,MF,28,Betis,es,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,1,1,56,0,0,0,0,0,0,2.0,0,0,1.0,0,0,54.0,64.0,0.0,0
Guido Rodríguez,ARGENTINA,MF,28,Betis,es,13 DEC 2022,20 : 00,Semi-final,CROATIA,1,1,56,0,0,0,0,0,0,2.0,0,0,1.0,0,0,54.0,64.0,0.0,0
Guido Rodríguez,ARGENTINA,MF,28,Betis,es,18 DEC 2022,16 : 00,Final,FRANCE,1,1,56,0,0,0,0,0,0,2.0,0,0,1.0,0,0,54.0,64.0,0.0,0
Guido Rodríguez,ARGENTINA,MF,28,Betis,es,30 NOV 2022,20 : 00,Group C,POLAND,1,1,56,0,0,0,0,0,0,2.0,0,0,1.0,0,0,54.0,64.0,0.0,0
Guido Rodríguez,ARGENTINA,MF,28,Betis,es,09 DEC 2022,20 : 00,Quarter-final,NETHERLANDS,1,1,56,0,0,0,0,0,0,2.0,0,0,1.0,0,0,54.0,64.0,0.0,0
Germán Pezzella,ARGENTINA,DF,30,Betis,es,22 NOV 2022,11 : 00,Group C,SAUDI ARABIA,3,0,60,0,0,1,0,1,0,0.0,0,0,0.0,2,0,42.0,45.0,0.0,0
Germán Pezzella,ARGENTINA,DF,30,Betis,es,26 NOV 2022,20 : 00,Group C,MEXICO,3,0,60,0,0,1,0,1,0,0.0,0,0,0.0,2,0,42.0,45.0,0.0,0
Germán Pezzella,ARGENTINA,DF,30,Betis,es,03 DEC 2022,20 : 00,Round of 16,AUSTRALIA,3,0,60,0,0,1,0,1,0,0.0,0,0,0.0,2,0,42.0,45.0,0.0,0
Germán Pezzella,ARGENTINA,DF,30,Betis,es,13 DEC 2022,20 : 00,Semi-final,CROATIA,3,0,60,0,0,1,0,1,0,0.0,0,0,0.0,2,0,42.0,45.0,0.0,0
